B0000X8HIE	6.0
020168859x	8.0
3480205445	10.0
0553492497	8.0
1570429049	4.0
0312851162	8.0
0679889604	10.0
0811213196	9.0
000433549X	9.0
0440175933	8.0
0946888302	10.0
0345300815	8.0
1857801091	10.0
069811406X	8.25
1864500646	10.0
0449125939	8.0
0340541946	9.0
0439545269	9.666666666666666
0312009941	7.0
0440418062	9.0
0552139238	8.0
0891091963	6.5
0310205042	7.0
0515120278	6.611111111111111
0060904798	9.5
1891620495	10.0
0670885495	7.0
3453185889	6.0
0553566660	5.0
0679723005	8.166666666666666
3426618753	5.0
0785314830	10.0
0399149295	6.583333333333333
0131865781	5.0
0380537516	5.0
0375404376	8.0
0330361279	7.0
0140064737	7.0
1863305955	8.0
0671816500	7.5
006092327X	7.714285714285714
0516048511	8.0
0385047711	8.666666666666666
0723234183	10.0
0405101031	7.0
0899681069	8.0
0061083259	8.166666666666666
0801057124	5.0
0884367657	5.0
1551665972	8.125
0500542384	9.0
0070244952	10.0
1572319763	6.5
8478807179	6.0
0028632753	2.0
0373115458	8.0
0553440578	10.0
0028610903	9.0
0312890370	7.5
0786865725	6.5
0434967092	7.0
067167630X	5.0
0395957680	9.0
1850152721	8.0
073850467X	10.0
0688057748	8.0
1854710060	9.0
1566091713	7.0
0942361458	6.0
2207249212	7.0
0001061127	8.0
0553214047	7.0
0312262647	9.0
0505524880	6.0
0451628462	5.0
038076296X	6.666666666666667
0312254385	8.0
0931773571	8.0
0738813257	10.0
0735812993	9.0
044096895X	7.666666666666667
1841950955	5.0
0446606812	7.435114503816794
0413590208	9.0
0439222508	10.0
0060578564	6.5
0373023383	8.0
0380814110	9.0
0060196033	7.0
0441240984	8.0
0440219566	10.0
0146001036	9.0
0449231046	7.5
0812562712	7.5
0553294903	7.7272727272727275
3596275113	10.0
0373078897	5.0
0809120895	10.0
0451133196	10.0
0888784066	10.0
8434442418	4.0
0843948299	6.0
0385494254	9.0
0553211854	8.0
0397321651	9.0
0316738522	6.0
0312986238	10.0
067178644X	8.0
0590390538	6.5
2244491021	7.0
2266115235	7.0
0553562894	7.0
0684839873	5.0
9500824175	7.0
0590259431	10.0
0912300388	8.0
0670888214	5.0
2070361551	6.0
0862783682	5.0
0785333975	8.0
0060192003	5.0
0767917359	7.0
0345381416	8.5
0441009867	8.0
0671722646	7.5
0553240188	9.0
0451404149	8.0
0553492144	6.0
0941831930	7.0
8432038059	8.0
1880494019	7.0
0671708619	8.0
0821724444	8.0
0395633133	7.0
0312319401	8.0
2253072419	9.0
8420616419	9.0
0446605514	3.0
0875428983	10.0
883178160X	9.0
087226002X	7.0
341720304X	7.0
0452258189	8.0
0425163458	5.0
0307171574	5.0
0553103512	8.0
8401499151	5.5
0446896756	8.0
067988629X	8.0
0525450432	9.0
0877735786	5.0
0940322161	10.0
1551668181	7.6
0892964456	9.25
0843106212	10.0
0446613606	10.0
0393048608	7.0
0006544738	7.0
0671799312	7.833333333333333
0449238970	6.0
0385722192	7.6875
0679762698	7.375
1875137955	7.5
0830717722	7.0
3729605518	8.0
0746020511	7.0
0140272100	6.666666666666667
8472231496	8.0
0517489341	9.0
0689713495	10.0
0140019421	8.142857142857142
0743457862	9.0
0821713078	5.0
0156002140	7.0
0385485433	9.0
0553377876	6.769230769230769
0785399607	5.0
0895871734	9.0
0061011738	7.5
0964223139	8.0
0060563524	10.0
0253202515	7.0
0449132420	10.0
0439113229	8.5
0061098736	7.75
0380813831	5.0
0914875132	6.0
1930038135	8.0
3405148189	10.0
0140284095	9.5
0671725955	7.0
0590921673	9.0
0525467343	10.0
0307020231	6.5
0758202555	7.666666666666667
0860098060	5.0
0517549867	8.0
0446519626	9.0
0786810262	6.0
0312156936	5.0
0786840153	7.0
0425184722	8.5
0030119502	9.0
1853261033	7.666666666666667
080348514X	5.0
0374181136	3.0
0345448286	8.333333333333334
2277302554	8.0
0671640992	8.333333333333334
0061014656	9.5
0451185560	8.2
0030636973	8.0
1400031699	5.923076923076923
0689714874	8.0
0452265436	10.0
3518365703	8.0
8408022792	8.0
8432296287	7.0
0807115746	7.0
0671442104	6.0
0553292285	8.0
0836261313	8.0
0670879428	7.0
0394497406	10.0
0316102121	5.0
0804900663	5.0
0395576474	5.0
0440241111	8.285714285714286
2743611189	10.0
0441067972	7.0
1883013062	8.0
0824512030	5.0
188535603X	10.0
0394578376	6.0
006097446X	7.0
0395563526	5.0
0553576623	6.857142857142857
0300064896	5.0
0060194375	10.0
0505525372	6.75
0761521690	8.0
0964631601	8.416666666666666
0345306953	5.0
0345397843	6.5
0139624244	7.0
034532448X	9.666666666666666
3125217156	7.0
0192834843	7.0
0553285068	8.0
0486280519	4.0
1902328175	9.0
0789420473	7.0
0750923733	10.0
0743435338	8.222222222222221
0441002935	8.206896551724139
0060161620	7.0
3627000528	8.0
9500821125	9.0
1566912334	5.0
0446370460	7.0
0394493435	8.0
0373484704	8.5
0345441559	7.0
1557500509	5.0
8466303626	7.0
0451138651	7.0
0854490582	6.0
0671545582	9.0
0140366725	9.5
0930044622	5.0
0449910741	5.333333333333333
0517371464	10.0
0262181452	7.0
0340589353	7.5
0886460433	9.0
0060594330	6.666666666666667
080662499X	8.0
1576574067	1.0
0060916206	8.0
0439101344	8.0
0393311392	8.0
0679867392	10.0
0373501757	10.0
084394000X	6.0
1892016001	9.0
0517682362	7.0
0451121406	8.0
0060964766	6.0
0380709171	8.333333333333334
0842316752	9.0
0345362861	8.24
0786702915	8.0
0451451783	8.0
0679758941	9.25
0441363954	10.0
0373832117	9.0
0440212804	8.0
3404142942	7.777777777777778
0505523833	8.5
0440219795	6.0
0156106809	8.307692307692308
0774803932	8.0
0062514350	7.5
1592330134	5.0
0679601023	5.0
0399133844	8.571428571428571
0553212826	8.0
0898041465	10.0
2258036429	10.0
3548600816	5.0
0061052248	10.0
1558702784	10.0
0821506064	1.0
0207180342	5.0
081120054X	8.0
0809597357	7.0
157322166X	8.0
0895771853	7.0
