0141308192	5.75
0876667027	1.0
1590580478	7.0
0440202043	8.076923076923077
0791040712	10.0
0553560220	8.375
0044403070	7.0
0312143699	8.0
0446528307	9.5
0060960930	6.5
0394574842	5.0
0373709455	6.0
0316744441	10.0
0425146820	5.0
0582037670	8.0
0671474707	9.0
0373078811	5.5
0800710703	7.0
0425166163	6.333333333333333
0425184528	6.75
0307117413	7.0
0399605088	8.0
0064473120	3.0
0803754051	5.0
3404141970	7.0
0312877943	9.0
0007117221	5.0
0884193195	9.0
0195197542	9.0
0890371458	8.0
0814402704	9.0
0340149906	8.0
0759684545	10.0
0871313839	7.0
0061020052	8.6
3442724627	9.0
037325959X	7.0
0395428572	10.0
0373691300	8.1
0373765142	7.0
0525249486	7.0
067976402x	5.0
0816729077	8.0
0060698640	8.0
0395511011	5.0
0140440348	7.0
0440421543	7.0
0140196013	8.5
0671027972	8.0
0451208285	7.333333333333333
0919754163	7.0
0521398320	10.0
035617123X	7.0
0060957182	10.0
0394707796	8.0
067145806X	6.0
0764104675	3.0
0060391502	6.166666666666667
0747275793	10.0
1930754167	10.0
3442447305	5.666666666666667
1403373086	8.0
0345317386	9.0
3442161444	1.0
0425142485	6.925925925925926
0749903511	6.0
0879238526	6.0
0807219967	7.0
0156278065	8.0
0886777887	6.666666666666667
034537391X	5.5
0684803976	8.0
3423093749	8.0
0064405370	9.5
0878305505	10.0
0140552936	9.0
0553349058	7.0
0892967641	8.333333333333334
0385484399	10.0
2264027134	8.714285714285714
1857992466	6.0
0933635621	10.0
0373832680	9.0
0671431528	10.0
1567189350	7.0
0373441215	6.0
0871131943	7.0
0140143882	8.285714285714286
0849932327	7.0
0671793993	7.0
0802784593	7.0
1565121899	10.0
0671003534	8.0
0060973080	7.5
0880389281	10.0
388680626X	3.0
3499153629	10.0
1571684840	10.0
0453009220	8.0
0060219076	5.0
2258039444	10.0
0786863609	10.0
0439221730	4.0
043904362X	9.0
0932870260	8.0
0446516279	10.0
1568953518	5.0
0942091019	10.0
1888052716	5.0
0373289022	8.0
0451526023	4.0
0821414534	10.0
3821808543	6.0
3854523157	9.0
0380726297	8.416666666666666
0395329353	9.0
0962827193	9.0
1557483469	9.333333333333334
0865714231	5.0
1563896443	7.5
0671011626	6.0
0048200301	5.0
0373201680	2.0
1564770540	5.0
0452263565	8.0
0743470915	8.0
1568380607	10.0
0671578642	9.0
0684811324	5.0
0553208632	8.0
0525939857	8.0
0399150595	8.0
8466303073	5.0
0060549416	9.0
0520223055	10.0
0886778786	6.0
0345382331	5.0
0878577262	4.0
1555472400	3.0
0060523883	4.0
0471485527	10.0
0671024744	8.0
1557734259	8.0
156860064X	9.0
0385311222	5.0
0061042935	7.083333333333333
0440150310	6.0
0886771749	9.0
0380763206	8.0
0517642905	10.0
1572971304	6.666666666666667
0140430415	5.0
0452253268	10.0
1565120299	7.0
038549274X	6.333333333333333
059045143X	7.0
0393966437	8.0
2080701819	4.0
0553257714	8.0
0151910707	10.0
0823410781	9.0
0785787283	8.666666666666666
0671785699	8.5
0233984356	9.0
1562053973	5.0
0452279984	7.0
0385308078	8.0
0440154138	7.0
0971633800	7.0
0672220164	8.0
0140219188	8.0
0688139884	5.0
0451194004	7.583333333333333
2253170895	6.5
3492042414	9.0
0373162472	5.0
0141303808	9.0
3423127708	8.0
055328861X	5.0
1570066248	6.0
0373705204	8.0
1562828711	7.0
0684196395	8.857142857142858
0671879456	7.0
0025882708	3.0
0380814633	7.0
0517595753	7.0
0590440144	8.0
0743445627	8.0
1891946145	9.0
0895773066	8.666666666666666
2290318329	7.714285714285714
039575691X	10.0
9025467083	7.0
0380792656	7.5
